Table QS210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000003,YORKSHIRE AND THE HUMBER,E07000166,Richmondshire,,"51,965","36,057",373,513,26,130,7,158,1,0,2,0,0,2,0,1,2,0,0,3,0,25,0,0,0,1,1,46,3,4,0,1,1,1,2,0,15,22,2,0,0,1,0,0,0,7,1,1,13,"11,120","10,918",29,21,0,12,16,123,1,"3,581"
E12000003,YORKSHIRE AND THE HUMBER,E07000167,Ryedale,,"51,751","37,172",125,20,15,57,5,180,2,1,3,0,3,0,0,0,4,0,0,2,0,28,0,0,0,0,0,70,4,0,0,0,1,0,4,1,8,16,5,0,0,0,0,1,0,13,1,1,12,"10,354","10,187",19,15,1,4,13,114,1,"3,823"
E12000003,YORKSHIRE AND THE HUMBER,E07000168,Scarborough,,"108,793","72,544",295,167,67,551,8,402,2,3,1,0,0,1,0,1,9,0,0,4,0,40,1,1,4,0,7,123,11,1,1,4,2,3,1,2,25,95,4,1,0,0,0,0,1,27,7,6,14,"26,665","26,175",54,47,0,6,34,349,0,"8,094"
E12000003,YORKSHIRE AND THE HUMBER,E07000169,Selby,,"83,449","59,182",133,87,60,95,51,206,1,5,0,0,0,0,0,2,4,0,0,1,6,16,0,0,0,0,3,60,5,1,0,0,3,2,0,1,7,37,4,0,2,1,0,1,0,25,0,2,17,"18,070","17,828",24,21,1,2,14,179,1,"5,565"
E12000003,YORKSHIRE AND THE HUMBER,E08000016,Barnsley,,"231,221","158,287",344,232,49,945,197,623,0,3,5,0,0,0,0,2,7,0,0,1,0,57,0,0,9,2,4,180,6,12,0,0,1,4,0,1,17,215,10,0,0,0,0,3,2,40,3,3,36,"55,536","54,834",62,72,0,21,25,520,2,"15,008"
E12000003,YORKSHIRE AND THE HUMBER,E08000017,Doncaster,,"302,402","199,320",683,881,79,"4,990","1,140",932,0,8,6,0,0,1,0,2,18,0,0,8,9,39,0,1,3,2,6,216,6,27,0,0,15,2,7,2,28,375,8,0,2,2,0,3,0,75,7,6,48,"73,656","72,726",85,128,2,33,41,639,2,"20,721"
E12000003,YORKSHIRE AND THE HUMBER,E08000018,Rotherham ,,"257,280","171,068",401,433,63,"9,614",293,595,0,10,6,0,0,0,0,3,9,0,0,5,3,33,0,0,2,1,2,180,4,6,0,3,3,2,1,2,30,191,6,2,0,0,0,4,2,50,4,2,29,"57,783","57,050",59,72,0,22,23,552,5,"17,030"
E12000003,YORKSHIRE AND THE HUMBER,E08000019,Sheffield,,"552,698","290,299","2,282","3,566",747,"42,801",942,"1,961",3,47,29,3,1,4,2,21,31,0,3,20,49,127,0,1,5,5,15,582,31,115,1,1,22,15,4,5,99,321,60,6,3,28,9,4,3,109,18,29,130,"172,516","169,566",368,435,4,81,148,"1,912",2,"37,584"
E12000003,YORKSHIRE AND THE HUMBER,E08000032,Bradford,,"522,452","239,843","1,000","4,882",299,"129,041","5,125","1,686",2,21,11,7,1,1,0,8,30,1,0,9,26,147,0,0,5,2,10,432,19,67,217,2,13,10,11,5,63,296,22,1,1,1,0,7,1,106,5,12,114,"108,027","106,391",197,174,5,51,112,"1,089",8,"32,549"
E12000003,YORKSHIRE AND THE HUMBER,E08000033,Calderdale,,"203,826","114,667",593,616,153,"14,802",355,808,2,17,7,0,0,1,1,2,20,0,0,10,5,88,0,0,1,2,14,253,13,23,0,2,8,3,5,1,44,140,14,7,2,0,3,3,0,53,7,1,56,"57,193","56,208",81,105,0,34,73,692,0,"14,639"
E12000003,YORKSHIRE AND THE HUMBER,E08000034,Kirklees ,,"422,458","225,751",845,"1,544",189,"61,280","3,330","1,300",3,27,14,2,5,1,1,5,20,0,1,21,13,122,2,1,5,4,5,393,10,38,33,1,17,8,1,5,60,286,22,3,1,6,1,1,0,78,16,9,59,"100,829","99,072",192,177,4,45,93,"1,243",3,"27,390"
E12000003,YORKSHIRE AND THE HUMBER,E08000035,Leeds,,"751,485","419,790","2,772","7,048","6,847","40,772","8,914","2,396",6,48,42,5,3,4,2,19,37,4,5,30,54,235,2,4,14,12,27,656,24,163,42,3,29,23,10,18,133,312,40,8,0,8,0,12,3,159,16,41,143,"212,229","208,170",486,484,4,79,189,"2,812",5,"50,717"
E12000003,YORKSHIRE AND THE HUMBER,E08000036,Wakefield,,"325,837","216,215",573,831,117,"6,475",399,973,0,9,12,3,0,4,0,3,12,0,1,9,4,59,0,1,3,1,5,292,6,17,0,0,15,4,3,4,39,313,18,6,0,1,0,2,2,65,9,3,48,"79,497","78,485",111,128,2,37,35,697,2,"20,757"
E12000004,EAST MIDLANDS,E06000015,Derby UA,,"248,752","131,129",822,"2,198",110,"19,006","8,891",985,1,16,8,4,2,2,0,10,16,0,1,13,8,48,0,0,0,3,7,315,12,30,91,0,12,5,7,3,43,162,13,3,6,1,0,5,0,86,5,0,47,"68,668","67,586",101,96,0,39,67,779,0,"16,943"
E12000004,EAST MIDLANDS,E06000016,Leicester UA,,"329,839","106,872","1,224","50,087",295,"61,440","14,457","1,839",3,22,10,26,2,3,1,14,31,4,7,22,496,90,1,0,5,3,12,320,11,87,162,1,20,10,6,2,64,169,39,4,0,6,0,4,0,62,6,34,80,"75,280","74,065",183,161,1,36,54,778,2,"18,345"
E12000004,EAST MIDLANDS,E06000018,Nottingham UA,,"305,680","135,216","2,051","4,498","1,069","26,919","4,312","1,483",1,35,20,0,5,1,0,5,22,0,1,25,136,85,1,0,2,3,18,401,16,134,15,4,17,13,8,1,82,149,42,5,1,5,2,7,2,75,17,6,121,"106,954","105,140",226,227,4,57,67,"1,231",2,"23,178"
E12000004,EAST MIDLANDS,E06000017,Rutland UA,,"37,369","25,481",100,75,54,131,31,149,0,4,3,0,0,0,0,2,2,0,0,3,1,20,0,0,0,0,2,54,1,11,0,0,0,2,0,0,10,17,1,3,0,0,0,0,0,10,0,0,3,"8,728","8,551",31,18,0,0,8,119,1,"2,620"
E12000004,EAST MIDLANDS,E07000032,Amber Valley,,"122,309","74,834",253,155,79,188,172,583,0,3,2,0,0,0,0,2,12,0,0,12,0,52,1,0,2,0,3,205,5,3,0,0,5,6,4,1,41,142,4,3,0,2,0,0,0,44,5,0,24,"37,085","36,562",65,44,2,15,41,356,0,"8,960"
E12000004,EAST MIDLANDS,E07000033,Bolsover,,"75,866","49,447",115,81,29,146,104,261,0,1,3,0,0,0,0,0,3,0,0,3,0,12,0,0,0,0,1,105,0,2,0,0,17,2,0,0,13,69,1,0,0,1,0,0,0,20,0,0,8,"20,507","20,255",22,31,2,5,4,188,0,"5,176"
E12000004,EAST MIDLANDS,E07000034,Chesterfield,,"103,788","66,175",213,257,31,699,158,375,0,8,1,1,0,0,0,0,7,0,0,6,4,27,0,1,1,0,3,142,4,8,0,1,6,0,2,0,13,100,4,0,0,0,0,0,0,22,5,1,8,"28,238","27,846",55,51,0,18,16,252,0,"7,642"
E12000004,EAST MIDLANDS,E07000035,Derbyshire Dales,,"71,116","48,869",164,39,56,142,34,241,2,0,1,0,0,0,0,0,6,0,0,4,0,47,0,0,0,0,3,89,3,3,0,0,0,1,3,1,11,37,3,0,0,0,0,4,0,9,3,3,8,"16,477","16,143",52,41,2,3,31,203,2,"5,094"
E12000004,EAST MIDLANDS,E07000036,Erewash,,"112,081","64,784",213,412,42,258,284,412,1,1,1,0,0,0,1,1,7,0,0,6,4,33,0,0,2,1,1,188,6,11,1,0,3,6,1,2,12,78,6,1,0,0,0,0,0,19,4,0,15,"37,995","37,503",44,36,1,14,24,372,1,"7,681"
E12000004,EAST MIDLANDS,E07000037,High Peak,,"90,892","58,264",296,77,35,178,33,389,0,1,3,0,0,1,0,2,8,0,0,5,0,41,1,0,3,0,2,150,3,5,0,0,3,0,4,0,20,75,5,1,1,0,0,0,0,30,3,2,20,"25,057","24,580",62,62,0,22,24,307,0,"6,563"
E12000004,EAST MIDLANDS,E07000038,North East Derbyshire,,"99,023","66,773",115,92,48,268,131,309,0,14,0,0,0,0,0,0,6,1,3,2,0,41,0,0,0,0,1,98,3,2,5,0,2,0,1,1,13,84,3,0,0,0,0,0,0,21,0,0,8,"24,465","24,107",49,34,0,5,20,250,0,"6,822"
E12000004,EAST MIDLANDS,E07000039,South Derbyshire,,"94,611","60,522",161,264,43,331,"1,400",335,1,0,3,0,1,2,0,0,1,0,1,7,2,34,0,0,0,0,0,109,2,3,22,0,3,2,1,2,17,66,5,0,0,0,0,1,0,29,3,0,18,"25,334","24,988",26,29,0,10,12,268,1,"6,221"
E12000004,EAST MIDLANDS,E07000129,Blaby,,"93,915","54,594",177,"2,550",61,728,"1,849",337,0,5,4,0,0,0,0,2,9,0,0,4,34,31,0,0,0,0,1,89,2,5,9,0,2,5,0,2,15,79,3,0,0,0,0,0,0,15,2,1,18,"27,367","26,961",39,42,2,5,16,302,0,"6,252"
E12000004,EAST MIDLANDS,E07000130,Charnwood,,"166,100","92,233",559,"8,344",125,"3,925","1,241",620,0,13,4,5,3,1,0,4,28,0,1,12,86,49,0,0,3,1,3,134,6,9,0,0,1,3,2,2,25,140,16,2,2,1,0,2,0,33,3,5,21,"48,525","47,670",97,97,1,17,42,600,1,"10,528"
E12000004,EAST MIDLANDS,E07000131,Harborough,,"85,382","55,899",171,"1,088",112,423,630,199,0,0,2,0,0,0,0,2,2,0,0,3,2,35,0,0,2,0,0,70,2,4,5,0,2,1,0,0,10,33,4,1,0,0,0,1,0,11,0,0,7,"20,995","20,609",46,23,0,3,27,286,1,"5,865"
E12000004,EAST MIDLANDS,E07000132,Hinckley and Bosworth,,"105,078","67,559",215,871,46,517,427,381,0,3,0,0,0,0,0,0,11,0,0,6,24,39,0,0,2,0,2,111,3,7,15,1,0,5,1,1,29,82,5,0,0,0,0,0,1,19,1,1,12,"28,247","27,758",58,59,0,15,14,341,2,"6,815"
E12000004,EAST MIDLANDS,E07000133,Melton,,"50,376","34,239",110,211,11,41,46,171,0,1,0,0,0,0,0,0,6,0,0,5,0,26,0,0,0,0,1,67,8,3,0,1,2,0,0,0,6,19,3,2,0,0,0,1,0,13,0,0,7,"12,269","12,039",30,24,0,8,4,164,0,"3,278"
E12000004,EAST MIDLANDS,E07000134,North West Leicestershire,,"93,468","60,641",182,332,37,206,121,395,0,9,6,0,0,0,0,1,8,0,0,4,2,36,0,0,2,0,3,147,2,2,0,0,5,1,0,5,23,81,5,0,0,0,0,2,0,23,3,0,25,"25,713","25,302",40,43,4,30,25,269,0,"5,841"
E12000004,EAST MIDLANDS,E07000135,Oadby and Wigston,,"56,170","27,198",132,"5,112",136,"3,256","3,664",278,0,3,4,4,0,1,0,0,10,0,1,1,99,19,1,0,0,1,1,57,0,5,7,0,2,0,0,0,4,27,5,3,1,0,0,0,0,10,0,2,10,"13,007","12,722",49,32,2,15,16,171,0,"3,387"
E12000004,EAST MIDLANDS,E07000136,Boston,,"64,637","45,941",126,191,30,434,47,197,0,0,2,0,0,0,0,1,7,0,0,0,2,18,0,0,2,2,0,58,0,2,0,0,2,0,1,0,9,37,3,0,0,0,0,2,0,15,6,0,28,"13,143","12,922",23,17,0,6,5,169,1,"4,528"
E12000004,EAST MIDLANDS,E07000137,East Lindsey,,"136,401","93,691",226,126,84,366,49,565,0,7,3,0,0,3,0,6,22,0,0,5,0,64,0,4,2,0,3,203,1,2,0,0,2,1,1,0,22,136,6,2,0,0,0,3,0,47,3,2,15,"31,196","30,674",63,51,1,17,29,361,0,"10,098"
E12000004,EAST MIDLANDS,E07000138,Lincoln,,"93,541","54,265",303,335,63,902,73,478,2,17,6,0,0,0,0,2,6,0,0,6,4,28,0,0,1,2,5,173,4,11,0,1,6,10,2,0,20,82,10,3,0,0,2,1,0,47,2,3,22,"30,456","29,832",88,63,1,10,23,439,0,"6,666"
E12000004,EAST MIDLANDS,E07000139,North Kesteven,,"107,766","75,495",153,168,61,250,53,368,1,5,1,1,0,0,0,1,5,0,0,1,2,46,0,0,4,0,3,115,1,3,0,0,3,2,1,1,21,111,4,0,0,0,0,0,0,25,0,2,9,"23,583","23,152",54,56,0,10,30,281,0,"7,635"
E12000004,EAST MIDLANDS,E07000140,South Holland,,"88,270","63,861",119,100,69,258,69,260,0,3,0,0,1,1,0,1,7,0,0,3,0,21,0,0,1,1,1,70,1,2,0,0,1,1,0,0,12,79,2,1,0,1,0,0,0,18,8,2,22,"17,146","16,800",36,42,0,6,20,242,0,"6,388"
E12000004,EAST MIDLANDS,E07000141,South Kesteven,,"133,788","93,192",277,394,101,358,74,434,0,5,6,2,0,1,0,2,10,0,0,3,1,56,0,2,4,0,2,142,5,8,0,0,0,2,1,0,19,91,14,1,0,0,0,2,0,37,1,0,17,"29,665","29,146",58,45,2,8,34,372,0,"9,293"
E12000004,EAST MIDLANDS,E07000142,West Lindsey,,"89,250","62,739",141,172,31,212,88,303,0,5,3,0,0,1,0,3,18,0,0,3,2,26,1,0,0,0,4,123,4,5,0,0,4,0,2,1,21,44,3,1,0,0,0,0,0,14,2,4,9,"19,439","19,105",56,35,0,6,22,213,2,"6,125"
E12000004,EAST MIDLANDS,E07000150,Corby,,"61,255","36,111",126,190,44,382,125,150,0,4,2,0,0,0,0,0,4,0,0,3,5,15,0,0,0,0,0,36,0,1,5,1,2,1,0,0,8,32,0,0,1,1,0,0,0,13,0,1,15,"20,376","20,149",12,17,1,6,4,187,0,"3,751"
E12000004,EAST MIDLANDS,E07000151,Daventry,,"77,843","50,346",291,293,71,439,153,271,2,13,6,2,0,1,0,0,3,0,0,1,2,43,0,0,0,1,4,96,4,3,0,0,5,0,3,0,10,40,4,0,0,0,0,1,1,11,0,0,15,"20,701","20,393",30,27,1,8,17,225,0,"5,278"
E12000004,EAST MIDLANDS,E07000152,East Northamptonshire,,"86,765","53,187",186,277,83,232,114,361,0,5,3,0,1,1,1,1,9,0,0,4,0,33,0,0,1,0,2,109,2,13,10,1,5,0,0,2,21,82,5,3,0,0,0,0,0,30,3,1,13,"26,354","25,914",43,32,0,5,18,342,0,"5,971"
E12000004,EAST MIDLANDS,E07000153,Kettering,,"93,475","55,196",263,759,66,723,977,417,1,9,4,1,0,1,0,2,6,0,0,4,15,31,3,0,3,1,5,120,2,1,2,0,6,0,1,1,20,116,7,1,0,1,0,1,0,27,4,0,21,"28,768","28,346",47,43,1,10,13,308,0,"6,306"
E12000004,EAST MIDLANDS,E07000154,Northampton,,"212,069","119,937",924,"3,393",273,"8,806","1,063","1,037",4,33,14,1,2,3,0,3,16,0,0,16,133,65,0,1,5,1,11,240,5,41,84,2,6,8,1,2,47,161,11,2,1,2,1,2,1,48,6,4,54,"62,404","61,392",122,105,0,15,32,737,1,"14,232"
E12000004,EAST MIDLANDS,E07000155,South Northamptonshire,,"85,189","56,017",183,357,100,290,175,245,0,2,1,1,0,0,0,1,8,0,0,0,1,25,2,0,0,1,2,86,3,3,2,0,5,0,1,0,22,40,2,0,0,0,0,0,0,17,2,6,12,"21,758","21,343",43,27,2,5,23,315,0,"6,064"
E12000004,EAST MIDLANDS,E07000156,Wellingborough,,"75,356","43,471",221,"2,745",42,"1,232",158,401,0,18,3,0,0,0,0,0,6,0,0,2,43,31,0,0,0,0,5,104,3,29,31,3,2,2,0,0,13,58,1,2,0,0,0,2,0,15,0,0,28,"22,018","21,710",19,28,0,6,17,238,0,"5,068"
E12000004,EAST MIDLANDS,E07000170,Ashfield,,"119,497","69,496",211,218,16,375,178,430,1,4,5,0,0,2,0,3,10,0,0,0,4,14,1,0,1,0,4,162,4,6,3,0,0,3,1,2,22,117,14,0,0,0,0,1,1,24,5,0,16,"40,414","39,969",42,36,1,9,10,347,0,"8,159"
E12000004,EAST MIDLANDS,E07000171,Bassetlaw,,"112,863","79,935",189,248,48,701,119,361,0,6,2,0,0,0,0,0,9,0,0,3,1,20,0,1,1,0,1,111,1,4,0,1,1,3,0,1,16,131,2,0,0,0,0,2,0,36,2,0,6,"23,558","23,204",52,28,0,6,23,245,0,"7,704"
E12000004,EAST MIDLANDS,E07000172,Broxtowe,,"109,487","61,975",413,842,143,"1,636",921,416,1,10,2,0,0,0,0,10,10,0,0,4,19,31,0,0,2,2,2,139,4,4,0,0,3,1,1,0,23,80,14,0,0,0,0,2,0,24,1,6,21,"35,217","34,758",56,65,1,9,20,308,0,"7,924"
E12000004,EAST MIDLANDS,E07000173,Gedling,,"113,543","64,830",308,531,92,"1,535",724,381,0,16,8,0,0,1,0,0,10,0,0,8,9,47,0,0,0,0,5,119,5,2,0,0,5,0,2,2,29,62,4,0,0,0,0,1,0,24,0,3,19,"37,123","36,663",52,64,0,10,33,299,2,"8,019"
E12000004,EAST MIDLANDS,E07000174,Mansfield,,"104,466","64,399",193,271,34,563,165,333,0,0,6,0,0,0,0,1,3,0,1,6,1,36,0,0,0,2,5,118,0,4,0,0,3,1,0,0,27,84,2,0,0,0,0,0,0,16,2,0,15,"31,472","31,118",31,32,0,4,21,266,0,"7,036"
E12000004,EAST MIDLANDS,E07000175,Newark and Sherwood,,"114,817","75,869",226,194,62,456,123,369,0,3,8,0,0,2,0,2,7,0,1,12,2,32,0,2,0,2,3,124,3,8,0,0,6,3,2,0,29,67,8,1,0,0,0,1,0,27,2,1,11,"29,435","29,014",43,50,0,8,36,284,0,"8,083"
E12000004,EAST MIDLANDS,E07000176,Rushcliffe,,"111,129","65,490",320,"1,176",322,"1,697",902,399,1,7,2,0,0,0,0,6,16,0,0,4,18,38,0,0,0,0,3,138,6,14,0,0,2,1,1,4,21,54,11,0,0,1,0,2,0,21,2,6,20,"32,919","32,303",80,80,1,10,48,394,3,"7,904"
E12000005,WEST MIDLANDS,E06000019,"Herefordshire, County of UA",,"183,477","124,403",562,228,131,364,80,893,3,23,8,0,0,2,2,6,17,2,0,13,0,276,0,0,1,0,7,235,15,16,0,1,1,11,1,3,44,101,12,2,0,0,0,7,1,21,6,3,53,"41,766","40,991",83,89,4,14,72,512,1,"15,050"
E12000005,WEST MIDLANDS,E06000051,Shropshire UA,,"306,129","210,268",792,378,127,989,256,"1,113",6,15,9,0,0,0,0,2,40,0,1,11,2,167,3,2,15,5,17,343,6,22,6,1,10,8,6,5,83,167,23,3,1,2,0,3,0,63,15,2,49,"69,725","68,401",161,131,2,27,123,878,2,"22,481"
E12000005,WEST MIDLANDS,E06000021,Stoke-on-Trent UA,,"249,008","151,624",760,"1,384",66,"14,993",579,923,1,4,9,0,0,0,0,3,18,0,0,16,13,41,3,1,2,5,6,303,2,23,3,1,18,1,1,1,36,269,9,0,2,0,0,5,0,70,4,4,49,"62,737","61,894",98,98,3,22,40,581,1,"15,942"
E12000005,WEST MIDLANDS,E06000020,Telford and Wrekin UA,,"166,641","102,892",398,872,78,"3,019","2,118",692,2,11,1,0,0,0,2,1,13,0,0,6,5,42,0,1,0,1,4,195,5,7,115,0,4,5,1,2,31,143,8,1,0,2,0,1,1,39,3,0,40,"45,599","44,905",80,59,4,25,24,501,1,"10,973"
E12000005,WEST MIDLANDS,E07000192,Cannock Chase,,"97,462","67,392",166,128,9,219,274,283,1,1,2,0,0,0,0,2,4,0,0,3,1,16,0,0,0,1,0,86,1,4,0,1,7,1,0,0,9,92,3,0,0,0,0,0,0,34,3,0,11,"23,066","22,724",31,21,0,4,11,275,0,"5,925"
E12000005,WEST MIDLANDS,E07000193,East Staffordshire,,"113,583","72,890",284,318,42,"6,815",336,368,0,2,7,0,0,2,0,3,8,0,0,3,6,31,0,0,0,1,2,135,3,11,3,0,4,3,1,1,15,63,2,1,0,1,0,0,3,34,2,2,19,"25,037","24,624",40,49,0,18,24,279,3,"7,493"
E12000005,WEST MIDLANDS,E07000194,Lichfield,,"100,654","69,276",196,303,69,448,540,307,1,6,5,0,0,0,0,3,5,0,0,2,2,34,0,0,0,0,3,103,0,8,2,0,3,3,0,0,14,70,3,0,0,0,0,0,0,23,1,6,10,"23,113","22,755",38,38,0,8,18,256,0,"6,402"
E12000005,WEST MIDLANDS,E07000195,Newcastle-under-Lyme,,"123,871","81,353",455,519,71,"1,393",215,410,0,2,3,0,0,0,0,5,13,0,0,4,12,39,0,0,0,1,1,160,7,12,3,0,1,2,0,0,9,65,9,3,0,0,0,1,0,30,0,4,24,"31,124","30,534",71,61,1,24,31,402,0,"8,331"
E12000005,WEST MIDLANDS,E07000196,South Staffordshire,,"108,131","79,301",182,416,15,364,"1,027",297,0,3,0,0,0,2,0,0,5,0,0,3,6,25,0,0,0,0,0,84,0,9,26,0,2,1,2,0,13,70,9,1,0,0,0,0,0,17,2,1,16,"19,896","19,546",35,20,1,6,25,263,0,"6,633"
E12000005,WEST MIDLANDS,E07000197,Stafford,,"130,869","88,799",457,850,64,"1,151",495,531,2,12,1,0,0,0,0,3,17,0,0,1,4,36,0,0,0,0,3,161,6,20,3,0,6,4,10,2,19,151,6,3,0,1,0,2,0,36,0,0,22,"29,868","29,289",60,55,1,24,37,402,0,"8,654"
E12000005,WEST MIDLANDS,E07000198,Staffordshire Moorlands,,"97,106","70,709",149,72,20,192,47,324,0,0,5,0,0,1,0,1,5,0,1,4,0,45,1,0,0,0,3,102,5,1,0,0,1,3,0,1,15,86,1,0,0,1,0,2,1,20,1,1,17,"19,018","18,697",31,31,0,4,15,238,2,"6,575"
E12000005,WEST MIDLANDS,E07000199,Tamworth,,"76,813","48,632",128,167,9,235,152,263,1,5,2,0,0,0,0,0,11,0,0,4,2,14,0,1,0,0,0,88,2,0,0,0,3,1,4,3,9,88,3,4,0,0,0,0,0,14,1,1,2,"22,540","22,217",26,36,1,10,13,236,1,"4,687"
E12000005,WEST MIDLANDS,E07000218,North Warwickshire,,"62,014","43,591",93,151,12,110,239,230,0,3,1,0,0,0,0,1,8,0,0,2,0,25,0,0,0,0,0,75,1,0,0,0,4,2,1,0,12,47,2,0,0,0,0,0,0,28,1,0,17,"13,589","13,391",31,9,0,5,14,138,1,"3,999"
E12000005,WEST MIDLANDS,E07000219,Nuneaton and Bedworth,,"125,252","79,627",425,"1,374",12,"2,895","2,739",476,0,27,4,0,0,0,0,1,3,0,0,1,3,21,0,0,2,0,0,130,3,5,71,0,3,3,0,0,16,115,9,0,0,1,0,1,0,24,6,5,22,"30,123","29,709",53,23,0,5,18,315,0,"7,581"
E12000005,WEST MIDLANDS,E07000220,Rugby,,"100,075","63,791",369,"2,291",63,"1,236",840,351,0,23,3,0,0,0,0,6,8,1,0,1,9,32,0,0,0,0,3,91,2,9,10,0,2,2,1,0,15,69,10,3,0,0,0,4,0,22,1,1,23,"24,281","23,812",49,46,0,2,15,357,0,"6,853"
E12000005,WEST MIDLANDS,E07000221,Stratford-on-Avon,,"120,485","84,697",325,250,150,280,243,420,1,27,4,1,0,1,0,0,12,0,1,3,1,66,0,1,0,0,7,105,6,3,4,0,1,0,1,6,26,77,9,4,1,0,0,0,0,25,3,0,24,"25,556","25,033",74,48,0,12,33,356,0,"8,564"
E12000005,WEST MIDLANDS,E07000222,Warwick,,"137,648","80,185",521,"1,633",268,"1,299","5,373",531,1,24,3,0,0,0,0,5,13,0,0,3,34,73,0,0,3,3,1,101,12,16,11,0,11,3,0,9,29,77,19,6,0,1,0,2,0,24,2,7,38,"37,859","37,071",96,102,0,15,67,508,0,"9,979"
E12000005,WEST MIDLANDS,E08000025,Birmingham,,"1,073,045","494,358","4,780","22,362","2,205","234,411","32,376","5,646",2,94,72,13,10,8,8,19,59,2,3,30,244,301,4,0,15,9,26,730,21,520,"2,024",4,29,51,2,13,169,474,76,20,5,7,25,17,5,146,9,85,295,"206,821","203,155",559,508,7,134,219,"2,238",1,"70,086"
