Table QS210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000005,WEST MIDLANDS,E08000026,Coventry,,"316,960","170,090","1,067","11,152",210,"23,665","15,912","1,641",2,32,19,4,0,3,0,8,17,0,1,11,98,102,2,0,2,1,12,359,8,46,436,1,13,4,0,5,51,196,22,6,0,12,0,5,1,60,7,38,57,"72,896","71,680",168,145,7,25,61,810,0,"20,327"
E12000005,WEST MIDLANDS,E08000027,Dudley ,,"312,925","204,320",657,"1,908",77,"12,902","3,694","1,032",1,6,9,0,0,0,0,5,21,0,0,9,11,69,0,0,2,2,5,249,8,29,76,1,10,12,3,6,41,308,15,4,0,3,1,3,0,68,5,3,47,"68,835","67,831",88,96,0,29,41,749,1,"19,500"
E12000005,WEST MIDLANDS,E08000028,Sandwell ,,"308,063","170,075",654,"6,810",73,"25,251","26,934","1,816",0,3,5,5,1,2,0,4,19,0,1,7,19,52,0,1,1,0,2,201,1,52,"1,032",0,11,9,1,0,33,188,5,2,0,9,4,1,0,63,2,8,72,"57,716","57,001",74,58,0,38,26,518,1,"18,734"
E12000005,WEST MIDLANDS,E08000029,Solihull,,"206,674","135,572",430,"3,684",353,"5,247","3,504",569,1,19,11,0,0,0,1,3,22,0,1,3,52,53,0,0,1,1,3,115,1,18,20,1,4,5,0,1,40,121,3,4,0,4,0,1,0,23,1,7,29,"44,187","43,553",90,73,4,13,42,412,0,"13,128"
E12000005,WEST MIDLANDS,E08000030,Walsall,,"269,323","158,971",516,"4,560",54,"22,146","11,606","1,420",1,1,17,0,0,1,3,2,15,0,0,5,20,80,0,0,2,1,2,223,6,28,653,2,2,5,1,3,30,177,12,0,0,0,3,2,1,74,8,3,37,"53,876","53,191",85,67,2,16,34,480,1,"16,174"
E12000005,WEST MIDLANDS,E08000031,Wolverhampton,,"249,470","138,394","1,015","9,292",88,"9,062","22,689","3,057",0,7,32,1,1,3,0,2,20,0,1,11,17,48,0,0,3,1,2,225,3,98,"2,186",0,6,2,2,0,32,162,16,0,0,7,0,4,0,57,1,2,105,"49,821","49,075",102,62,1,10,46,524,1,"16,052"
E12000005,WEST MIDLANDS,E07000234,Bromsgrove,,"93,637","64,508",191,323,91,502,609,282,3,0,2,0,0,0,0,1,2,0,0,2,6,44,1,1,0,0,5,75,1,8,2,0,3,4,0,1,7,74,4,0,0,1,0,1,0,17,2,1,14,"20,645","20,255",44,45,0,4,28,267,2,"6,486"
E12000005,WEST MIDLANDS,E07000235,Malvern Hills,,"74,631","50,399",189,111,59,197,75,381,0,0,6,0,0,1,0,4,11,0,0,1,0,121,1,0,3,3,6,98,5,5,0,0,2,3,1,0,23,36,10,1,0,0,0,4,0,15,3,1,17,"17,805","17,389",45,61,0,11,31,266,2,"5,415"
E12000005,WEST MIDLANDS,E07000236,Redditch,,"84,214","53,434",154,206,52,"2,870",228,284,0,7,2,0,0,1,0,1,7,0,0,3,4,25,0,0,1,0,1,78,4,13,0,0,5,3,0,1,10,84,3,0,1,0,0,0,0,21,2,1,6,"21,712","21,354",45,40,0,5,8,260,0,"5,274"
E12000005,WEST MIDLANDS,E07000237,Worcester,,"98,768","62,911",307,249,32,"2,847",139,345,1,6,5,0,0,0,0,1,9,0,0,2,1,62,0,0,3,1,3,101,3,8,0,0,4,2,0,1,28,39,7,1,1,3,0,2,0,28,1,1,21,"25,419","24,863",70,41,0,20,40,381,4,"6,519"
E12000005,WEST MIDLANDS,E07000238,Wychavon,,"116,944","83,728",230,145,83,369,226,428,0,16,1,2,0,0,0,2,14,0,0,2,8,65,0,0,0,0,7,118,4,8,0,0,4,3,2,0,25,95,7,1,0,1,0,0,0,23,1,2,17,"23,678","23,228",50,46,0,6,30,318,0,"8,057"
E12000005,WEST MIDLANDS,E07000239,Wyre Forest,,"97,975","67,260",197,111,38,681,136,341,0,4,3,0,0,1,0,6,7,0,0,7,0,42,1,0,0,0,3,78,3,6,4,0,4,0,2,0,24,94,4,1,0,0,0,2,0,25,2,0,18,"22,602","22,204",41,37,0,7,35,277,1,"6,609"
E12000006,EAST,E06000055,Bedford UA,,"157,479","93,346",509,"2,420",171,"8,610","3,336","1,506",4,9,9,0,2,1,0,4,12,0,0,13,21,40,1,0,2,1,1,171,2,22,946,3,2,0,3,2,33,74,15,1,1,1,0,1,0,33,4,6,66,"37,229","36,489",90,73,3,12,49,512,1,"10,352"
E12000006,EAST,E06000056,Central Bedfordshire UA,,"254,381","158,236",779,"1,668",499,"1,931",746,882,0,16,8,0,0,2,0,2,16,0,0,17,11,95,0,0,2,2,7,259,9,25,8,0,8,5,2,4,51,161,13,5,0,3,0,1,2,68,6,15,59,"72,355","71,101",124,95,2,41,58,932,2,"17,285"
E12000006,EAST,E06000032,Luton UA,,"203,201","96,271",652,"6,749",326,"49,991","2,347",898,2,23,9,2,4,0,0,0,16,2,4,5,169,40,0,1,2,0,1,166,1,57,96,1,12,0,1,1,31,79,10,0,0,8,4,2,0,38,2,18,91,"33,594","33,068",68,63,1,7,27,360,0,"12,373"
E12000006,EAST,E06000031,Peterborough UA,,"183,631","104,202",463,"2,320",144,"17,251","1,184",591,0,6,5,2,0,1,0,1,21,0,0,6,30,39,0,3,1,2,3,176,1,18,0,1,6,4,1,3,38,118,5,3,0,1,0,1,0,36,5,3,51,"45,183","44,500",94,79,2,9,33,465,1,"12,293"
E12000006,EAST,E06000033,Southend-on-Sea UA,,"173,658","96,755",801,"1,161","2,150","3,309",149,908,1,4,3,2,0,0,0,2,20,0,6,7,17,61,0,0,0,4,11,281,9,16,0,0,7,3,1,4,42,250,23,6,1,4,0,1,0,63,4,8,47,"54,880","53,753",107,102,3,25,49,840,1,"13,545"
E12000006,EAST,E06000034,Thurrock UA,,"157,705","99,891",615,"1,178",221,"3,164","1,224",456,0,4,3,0,0,0,1,1,9,0,0,6,4,20,0,0,0,1,0,116,3,8,4,0,3,6,0,2,20,170,4,0,0,3,0,1,0,34,2,5,26,"41,061","40,454",45,46,1,12,18,484,1,"9,895"
E12000006,EAST,E07000008,Cambridge,,"123,867","55,514","1,573","2,058",870,"4,897",213,703,1,55,6,12,1,3,1,6,8,4,0,5,24,48,2,0,4,7,12,127,16,55,3,0,5,7,3,9,54,68,24,5,0,0,1,11,2,37,2,21,54,"46,839","45,754",192,206,0,19,86,582,0,"11,200"
E12000006,EAST,E07000009,East Cambridgeshire,,"83,818","52,243",285,149,122,369,117,337,0,6,3,1,0,2,1,2,9,0,0,4,1,19,0,1,1,0,5,124,4,4,2,1,2,1,3,0,28,55,7,0,0,1,0,5,0,18,4,2,21,"23,565","23,143",44,41,3,12,31,291,0,"6,631"
E12000006,EAST,E07000010,Fenland,,"95,262","63,242",182,193,108,395,113,345,0,0,2,0,0,0,0,0,7,0,0,3,2,23,0,1,0,1,6,138,3,8,0,4,2,1,0,1,7,74,4,2,0,0,0,1,0,38,1,0,16,"23,846","23,463",28,33,0,11,20,291,0,"6,838"
E12000006,EAST,E07000011,Huntingdonshire,,"169,508","103,070",524,619,190,"1,865",266,683,1,24,0,0,0,0,0,4,11,0,0,13,7,52,0,0,3,1,12,195,4,12,0,3,9,3,0,0,67,151,9,5,0,1,0,1,0,52,6,2,35,"50,025","49,087",113,78,3,24,49,669,2,"12,266"
E12000006,EAST,E07000012,South Cambridgeshire,,"148,755","87,463",700,"1,123",362,"1,464",186,568,4,35,4,2,0,1,0,5,17,0,0,2,28,76,1,0,0,1,6,143,14,10,3,1,4,3,2,3,25,98,7,7,2,0,0,3,0,28,3,1,29,"44,741","43,844",133,121,2,12,66,563,0,"12,148"
E12000006,EAST,E07000066,Basildon,,"174,497","105,158",526,"1,238",424,"1,622",148,583,1,4,4,0,0,1,0,0,8,0,2,6,12,66,0,0,2,1,4,143,5,13,0,0,5,1,1,3,31,184,10,1,0,0,0,0,1,40,11,5,18,"52,923","52,149",63,71,1,10,29,600,0,"11,875"
E12000006,EAST,E07000067,Braintree,,"147,084","90,114",355,445,199,685,93,583,1,14,8,1,0,1,0,2,7,0,0,10,7,47,0,1,8,3,2,173,9,14,2,0,5,8,7,4,44,118,6,2,0,1,0,0,0,44,1,2,31,"44,111","43,369",61,63,2,16,33,565,2,"10,499"
E12000006,EAST,E07000068,Brentwood,,"73,601","50,502",300,776,272,649,111,219,1,5,1,1,0,0,0,1,2,0,1,1,18,18,0,0,0,0,2,47,2,3,0,0,0,0,0,2,21,56,2,1,1,0,0,0,0,12,1,7,13,"15,556","15,221",48,23,0,4,26,234,0,"5,216"
E12000006,EAST,E07000069,Castle Point,,"88,011","56,372",214,269,183,378,38,310,0,0,0,0,0,1,0,1,1,0,0,3,9,17,0,0,2,0,2,72,1,1,0,0,5,2,1,0,21,130,5,0,0,0,0,1,0,15,0,5,15,"23,967","23,584",26,22,0,7,14,314,0,"6,280"
E12000006,EAST,E07000070,Chelmsford,,"168,310","104,256",550,"1,213",330,"2,012",160,571,1,7,8,4,0,0,1,6,12,1,1,4,11,45,0,0,1,0,4,149,7,11,1,0,1,4,2,4,40,156,5,1,1,0,0,6,1,25,1,16,34,"47,403","46,507",107,95,2,12,48,632,0,"11,815"
E12000006,EAST,E07000071,Colchester,,"173,074","99,879",982,"1,274",264,"2,762",182,789,1,15,8,1,1,1,0,8,5,0,0,10,16,57,0,0,5,2,12,204,6,20,4,1,5,4,2,3,53,203,21,3,0,0,0,4,2,35,6,11,60,"54,354","53,316",114,96,0,40,63,723,2,"12,588"
E12000006,EAST,E07000072,Epping Forest,,"124,659","77,053",416,"1,745","3,972","2,377","1,253",432,1,26,3,1,0,4,0,4,3,0,0,0,28,47,0,0,0,0,4,104,2,9,0,0,1,2,0,3,28,97,6,0,0,0,1,0,0,16,1,18,23,"28,061","27,553",60,57,1,4,35,350,1,"9,350"
E12000006,EAST,E07000073,Harlow,,"81,944","45,365",333,635,237,"1,745",79,339,0,8,2,0,0,0,0,2,4,0,1,3,6,20,0,0,0,0,3,86,0,4,0,0,2,0,0,0,21,99,13,1,0,2,0,1,0,27,1,3,30,"27,789","27,359",47,32,1,7,11,330,2,"5,422"
E12000006,EAST,E07000074,Maldon,,"61,629","40,046",152,60,99,171,28,199,0,1,0,0,0,2,0,0,3,2,0,1,0,23,0,0,0,1,3,61,3,0,0,0,0,1,1,0,13,49,2,0,0,1,0,0,0,18,2,3,9,"16,365","16,063",52,19,0,2,15,214,0,"4,509"
E12000006,EAST,E07000075,Rochford,,"83,287","52,787",165,226,255,296,12,280,1,0,0,0,0,0,0,0,6,0,0,5,5,42,0,0,0,0,4,82,2,3,0,0,1,2,1,0,9,79,3,1,1,0,0,0,0,17,2,0,14,"23,228","22,821",36,34,2,8,16,310,1,"6,038"
E12000006,EAST,E07000076,Tendring,,"138,048","88,216",319,223,200,400,44,576,0,2,2,0,1,0,0,4,9,0,1,6,0,56,0,0,0,1,6,152,3,8,0,0,5,6,0,2,33,190,13,2,1,1,0,0,0,37,3,3,29,"37,477","36,791",71,64,0,6,36,505,4,"10,593"
E12000006,EAST,E07000077,Uttlesford,,"79,443","51,158",381,191,227,429,49,284,0,3,5,0,0,0,0,0,10,0,0,3,8,35,0,0,0,1,5,89,4,2,0,2,0,1,2,2,29,35,8,1,0,0,0,0,0,10,6,1,22,"20,813","20,403",54,42,0,2,23,288,1,"5,911"
E12000006,EAST,E07000095,Broxbourne,,"93,609","60,856",277,710,316,"2,287",90,272,0,4,4,0,0,3,0,1,1,0,5,0,36,22,0,0,0,1,1,59,1,10,0,0,2,3,0,0,16,62,6,0,0,0,0,0,0,18,1,0,16,"22,293","21,932",39,34,0,11,12,263,2,"6,508"
E12000006,EAST,E07000096,Dacorum,,"144,847","84,228",622,"1,905",678,"3,116",174,572,2,27,10,0,0,1,0,2,17,0,0,8,30,101,0,3,1,0,4,129,6,19,0,0,1,4,2,1,35,76,10,3,1,1,0,4,0,33,4,3,34,"42,758","42,009",95,74,0,23,64,492,1,"10,794"
E12000006,EAST,E07000097,East Hertfordshire,,"137,687","86,393",435,616,454,989,161,440,0,19,2,0,0,0,0,4,17,0,0,2,7,42,0,0,2,0,9,117,4,4,4,0,2,4,1,0,24,97,10,1,0,1,0,1,0,27,5,9,25,"38,205","37,562",86,76,2,22,39,418,0,"9,994"
E12000006,EAST,E07000098,Hertsmere,,"100,031","51,724",591,"3,172","14,293","2,402",164,692,0,7,6,4,0,0,0,0,6,0,2,1,400,25,1,0,2,1,2,68,0,5,0,0,4,3,1,0,27,54,5,2,1,0,1,0,1,14,5,20,24,"19,176","18,785",48,45,2,7,15,273,1,"7,817"
E12000006,EAST,E07000099,North Hertfordshire,,"127,114","72,415",617,"1,246",270,"1,453","2,447",599,1,4,5,0,0,0,0,6,13,0,0,2,13,64,0,0,3,4,8,121,7,17,80,0,4,4,0,1,35,113,8,2,0,0,0,3,0,24,4,12,41,"38,661","37,945",99,83,0,13,43,477,1,"9,406"
E12000006,EAST,E07000100,St Albans,,"140,664","83,988",615,"1,777","1,664","5,167",303,435,0,18,4,0,2,0,2,9,14,0,0,4,46,47,0,0,1,2,4,86,9,12,1,0,1,2,2,3,32,60,15,4,1,0,0,2,0,8,0,19,25,"36,278","35,521",102,88,3,13,66,479,6,"10,437"
E12000006,EAST,E07000101,Stevenage,,"83,957","45,705",442,996,147,"1,654",303,460,0,15,7,0,0,0,0,1,8,0,0,7,53,18,0,0,1,0,3,105,2,12,0,0,1,3,2,2,33,128,10,0,0,0,0,1,0,21,2,10,15,"28,606","28,193",39,35,0,11,8,319,1,"5,644"
E12000006,EAST,E07000102,Three Rivers,,"87,317","52,330",345,"3,963","1,611","1,947",464,590,0,12,3,0,0,0,0,0,8,4,0,0,319,51,0,0,0,0,4,53,3,4,0,0,2,1,0,0,17,29,10,2,0,0,3,1,0,16,1,34,13,"19,933","19,541",34,32,1,8,26,291,0,"6,134"
E12000006,EAST,E07000103,Watford,,"90,301","48,891",659,"4,348","1,023","8,905",566,489,0,21,7,0,0,0,0,1,10,0,0,1,138,41,0,0,0,0,2,82,2,12,1,1,4,0,0,7,26,46,17,0,0,2,10,0,0,12,1,18,27,"19,330","18,900",44,41,2,3,16,323,1,"6,090"
E12000006,EAST,E07000104,Welwyn Hatfield,,"110,535","63,599",899,"2,775",889,"2,810",376,523,0,44,4,0,0,1,1,0,13,0,0,1,78,42,0,0,2,1,8,86,1,12,2,1,4,6,0,5,24,79,9,1,0,0,0,0,0,23,5,29,41,"30,806","30,184",65,65,1,27,35,428,1,"7,858"
E12000006,EAST,E07000143,Breckland,,"130,491","83,252",277,139,141,409,63,603,0,6,6,0,3,0,0,0,9,1,0,5,0,44,1,0,3,1,10,202,3,5,0,0,7,4,2,2,28,164,10,5,0,0,1,2,1,44,6,2,26,"35,977","35,447",88,39,2,8,29,362,2,"9,630"
E12000006,EAST,E07000144,Broadland,,"124,646","78,938",342,252,117,377,72,508,2,12,4,3,0,1,0,5,3,0,0,8,10,72,0,0,3,0,1,132,10,4,0,0,3,4,5,0,31,135,3,3,0,0,0,5,0,18,2,0,29,"34,845","34,281",63,56,2,9,37,396,1,"9,195"
E12000006,EAST,E07000145,Great Yarmouth,,"97,277","59,383",237,255,108,518,6,328,0,7,1,0,0,0,0,0,4,1,0,2,1,27,0,0,1,2,2,100,1,3,0,0,7,0,0,0,22,99,1,1,0,1,0,0,0,22,4,0,19,"29,430","29,025",40,40,3,8,14,299,1,"7,012"
E12000006,EAST,E07000146,King’s Lynn and West Norfolk,,"147,451","97,868",417,346,127,544,82,565,1,3,2,0,0,1,0,4,7,0,0,14,0,59,2,0,2,2,5,223,2,6,0,0,4,2,1,3,24,120,3,0,0,0,0,5,1,37,3,3,26,"36,533","35,883",73,68,1,8,42,456,2,"10,969"
E12000006,EAST,E07000147,North Norfolk,,"101,499","66,973",286,51,123,158,21,550,0,7,6,0,0,1,0,0,9,0,0,5,1,79,0,0,2,0,5,155,1,11,0,2,1,4,1,0,35,135,8,0,0,1,0,2,0,34,10,3,32,"25,586","25,092",60,59,2,11,50,311,1,"7,751"
E12000006,EAST,E07000148,Norwich,,"132,512","59,515",978,"1,017",241,"2,612",168,886,1,17,9,0,0,3,2,11,12,0,3,10,19,95,1,0,4,5,16,248,11,21,1,4,11,2,2,5,47,169,31,1,1,0,0,4,0,49,4,7,60,"56,268","55,033",191,131,3,65,61,783,1,"10,827"
E12000006,EAST,E07000149,South Norfolk,,"124,012","77,234",364,235,126,403,49,493,1,7,3,0,0,1,0,3,6,0,0,7,3,91,1,0,0,2,7,150,15,9,0,0,5,2,0,1,35,89,6,1,1,0,0,0,0,15,1,1,30,"35,601","34,961",73,67,3,13,38,445,1,"9,507"
E12000006,EAST,E07000200,Babergh,,"87,740","55,465",214,85,116,196,11,311,2,3,10,2,0,3,0,6,6,0,0,2,0,45,2,1,1,2,2,85,4,2,0,0,1,1,0,3,18,73,9,1,0,1,1,1,1,9,0,5,9,"24,914","24,484",58,45,0,3,34,289,1,"6,428"
E12000006,EAST,E07000201,Forest Heath,,"59,748","38,228",190,157,81,364,40,274,0,7,3,0,0,0,0,2,7,0,0,3,0,24,1,1,1,0,3,100,2,3,0,0,3,0,0,4,15,42,1,2,0,0,0,1,0,24,1,2,22,"15,897","15,660",47,17,0,2,12,159,0,"4,517"
E12000006,EAST,E07000202,Ipswich,,"133,384","70,797",495,"1,102",83,"3,577",343,651,3,10,8,0,0,0,0,1,15,0,0,6,15,49,0,0,1,0,3,162,8,33,0,1,8,1,2,3,40,155,18,2,0,1,2,1,0,37,2,19,45,"46,687","46,039",74,66,2,24,42,440,0,"9,649"
E12000006,EAST,E07000203,Mid Suffolk,,"96,731","61,670",209,105,78,152,17,333,2,1,8,0,1,0,0,1,4,0,0,2,0,52,0,0,0,0,4,124,5,8,0,0,2,1,0,0,21,59,4,0,0,0,0,2,0,16,2,2,12,"26,652","26,214",52,46,0,11,40,287,2,"7,515"
E12000006,EAST,E07000204,St Edmundsbury,,"111,008","69,136",313,259,118,602,61,350,0,4,4,1,0,0,0,2,6,0,0,4,0,25,0,0,0,1,4,117,1,12,1,0,4,4,0,1,28,65,4,2,1,1,0,0,0,27,1,4,26,"32,111","31,552",66,46,0,13,24,407,3,"8,058"
E12000006,EAST,E07000205,Suffolk Coastal,,"124,298","78,400",367,437,138,539,121,500,0,5,7,0,0,2,0,0,11,0,2,4,5,78,0,1,1,1,0,172,8,13,2,1,5,1,3,1,29,82,7,1,0,2,0,1,0,22,11,4,18,"34,348","33,751",83,59,1,5,66,383,0,"9,448"
E12000006,EAST,E07000206,Waveney,,"115,254","69,936",306,129,63,388,33,515,1,14,1,0,0,0,0,1,12,0,0,6,1,41,0,0,3,1,4,150,7,12,0,0,4,2,0,1,31,162,0,0,0,0,0,1,0,31,6,1,22,"35,312","34,812",47,51,7,27,33,335,0,"8,572"
E12000007,LONDON,E09000007,Camden,,"220,338","74,821","2,789","3,141","9,823","26,643",465,"1,267",9,74,46,4,3,1,2,18,9,13,2,6,167,147,1,0,5,2,13,143,26,70,1,0,6,15,2,32,126,78,32,4,2,7,0,10,2,23,2,53,111,"56,113","54,759",264,269,2,18,96,704,1,"45,276"
E12000007,LONDON,E09000001,City of London,,"7,375","3,344",92,145,166,409,18,28,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,3,2,3,0,0,0,1,0,2,2,2,2,0,0,1,0,0,0,0,0,3,1,"2,522","2,474",1,8,0,1,4,34,0,651
E12000007,LONDON,E09000012,Hackney,,"246,270","95,131","3,075","1,577","15,477","34,727","1,872","1,311",7,16,60,1,14,4,0,8,12,3,12,3,21,121,12,1,3,3,12,209,19,227,15,4,18,17,1,11,122,63,42,14,5,12,0,5,2,34,9,27,142,"69,454","67,912",278,355,0,21,81,805,2,"23,646"
E12000007,LONDON,E09000013,Hammersmith and Fulham,,"182,493","98,808","2,060","2,097","1,161","18,242",442,857,5,55,25,1,0,3,0,7,9,11,1,1,48,93,2,0,7,1,13,79,20,64,0,1,6,25,0,15,91,70,8,6,0,7,1,1,3,20,1,56,101,"43,487","42,558",162,145,4,17,54,544,3,"15,339"
E12000007,LONDON,E09000014,Haringey,,"254,926","114,659","2,829","4,539","7,643","36,130",808,"1,303",7,41,39,2,4,0,1,8,11,5,5,7,139,132,1,0,3,5,14,201,14,144,4,2,9,16,8,16,107,70,41,10,0,11,0,5,0,37,4,33,147,"64,202","62,660",269,301,3,48,112,806,3,"22,813"
E12000007,LONDON,E09000019,Islington,,"206,125","82,879","2,117","2,108","1,915","19,521",569,967,5,25,35,0,2,5,2,12,5,15,1,4,70,82,2,1,7,3,9,150,18,66,1,2,10,14,2,20,111,58,30,10,2,3,0,4,0,29,6,31,115,"61,911","60,526",249,278,2,43,104,707,2,"34,138"
E12000007,LONDON,E09000020,Kensington and Chelsea,,"158,649","86,005","2,447","1,386","3,320","15,812",263,778,3,80,20,6,4,6,0,7,13,23,4,2,36,90,0,0,12,1,7,45,2,46,0,1,3,2,1,18,88,37,28,3,0,4,0,8,0,6,0,78,94,"32,669","31,996",134,111,1,17,64,346,0,"15,969"
E12000007,LONDON,E09000022,Lambeth,,"303,086","160,944","2,963","3,119","1,134","21,500",440,"1,682",6,22,56,2,0,11,2,8,24,0,7,12,73,124,6,0,7,3,13,228,33,316,2,1,12,14,3,13,170,141,55,6,5,15,19,4,8,34,5,27,195,"84,803","82,793",353,332,4,51,122,"1,146",2,"26,501"
E12000007,LONDON,E09000023,Lewisham,,"275,885","145,588","3,664","6,562",643,"17,759",531,"1,478",4,25,33,3,7,3,4,5,17,5,8,12,12,121,4,2,8,7,21,259,20,172,6,2,9,7,7,17,137,153,34,5,2,25,33,6,5,62,4,25,187,"75,155","73,582",251,219,3,14,126,959,1,"24,505"
E12000007,LONDON,E09000025,Newham,,"307,984","123,119","2,446","26,962",342,"98,456","6,421","1,090",1,32,28,0,1,2,0,4,6,0,9,4,112,42,0,0,3,0,5,118,10,118,248,0,4,13,1,1,59,66,14,4,1,16,0,5,0,17,0,36,110,"29,373","28,745",105,77,5,18,29,394,0,"19,775"
E12000007,LONDON,E09000028,Southwark,,"288,283","151,462","3,884","3,668","1,006","24,551",653,"1,350",7,38,39,1,3,5,2,13,13,1,10,7,64,84,2,0,5,10,18,179,16,170,6,2,9,14,5,14,154,119,47,7,0,32,4,7,3,41,5,39,155,"77,098","75,404",279,357,8,37,95,917,1,"24,611"
E12000007,LONDON,E09000030,Tower Hamlets,,"254,096","68,808","2,726","4,200","1,283","87,696",821,825,3,24,19,0,2,3,1,16,6,2,0,7,74,39,3,1,1,5,12,137,12,63,13,3,12,12,3,10,87,66,35,6,1,7,0,2,1,23,1,19,94,"48,648","47,447",222,212,2,15,48,702,0,"39,089"
E12000007,LONDON,E09000032,Wandsworth,,"306,995","162,590","2,574","6,496","1,617","24,746",832,"1,283",4,55,27,4,1,4,0,11,9,10,3,5,72,137,5,0,5,2,23,158,18,90,0,1,15,11,2,12,165,107,42,8,0,15,6,4,4,30,3,82,133,"82,740","80,749",354,307,0,25,91,"1,213",1,"24,117"
